id,num_certificado,nombre_advc,superficie_certificada,municipio,estado,certification_year,vigencia,tipo_propietario,principales_ecosistemas,region_conanp
424,CONANP-399/2017,Zerimar,50,Matías Romero Avendaño,Oaxaca,2017,50,Persona física,selva alta perennifolia,Frontera Sur Istmo y Pacífico Sur
425,CONANP-400/2017,Reserva Ecológica Llanos de Magdalena III,217.692884,Comondú,Baja California Sur,2017,88,Persona moral,"matorral xerófilo halófito, matorral xerófilo micrófilo, matorral xerófilo sarco-crasicaule y manglar",Península de Baja California y Pacífico Norte
426,CONANP-401/2017,Paco´s Reserva de Flora y Fauna,10.020644,Mazatlán,Sinaloa,2017,99,Persona física,selva baja caducifolia,Noroeste y Alto Golfo de California
427,CONANP-402/2017,Grutas de Montecristo,7.0793852,El Parral,Chiapas,2017,15,Persona física,selva baja caducifolia,Frontera Sur Istmo y Pacífico Sur
428,CONANP-403/2017,La Victoria,50,Matías Romero Avendaño,Oaxaca,2017,50,Persona física,selva alta perennifolia,Frontera Sur Istmo y Pacífico Sur
429,CONANP-404/2017,Rancho Guaabñagob,116.6531,San Juan Guichicovi,Oaxaca,2017,30,Persona física,selva alta perennifolia,Frontera Sur Istmo y Pacífico Sur
430,CONANP-405/2017,El Michoacano,50,Matías Romero Avendaño,Oaxaca,2017,50,Persona física,selva alta perennifolia,Frontera Sur Istmo y Pacífico Sur
431,*CONANP-406/2017,Los Bordos,"3,153.93",Jiquipilas,Chiapas,2017,50,Público Estatal,"selva baja caducifolia, selva mediana subperennifolia, sabana y pastizal",Frontera Sur Istmo y Pacífico Sur
432,CONANP-407/2017,Reserva Natural Monte Ceniza,803.4064,Ensenada,Baja California,2017,99,Persona moral,matorral rosetófilo costero y pastizal halófilo,Península de Baja California y Pacífico Norte
433,CONANP-408/2017,Reserva El Chirimole,469.1078154,Elota,Sinaloa,2017,30,Persona moral,bosque de encino y selva baja caducifolia,Noroeste y Alto Golfo de California
434,CONANP-409/2017,Reserva Ecológica Bahía Santa María III,506.157792,Angostura,Sinaloa,2017,87,Persona moral,"bosque espinoso caducifolio, manglar, pastizal halófito y humedal",Noroeste y Alto Golfo de California
435,*CONANP-410/2017,Finca El Corinto,499.4022,Ocozocoautla de Espinosa,Chiapas,2017,99,Persona física,"selva baja espinosa perennifolia, selva baja espinosa caducifolia y selva baja subperennifolia",Frontera Sur Istmo y Pacífico Sur
436,CONANP-411/2017,Rancho el Roble,230.351788,Asunción Ixtaltepec,Oaxaca,2017,30,Persona física,selva baja caducifolia,Frontera Sur Istmo y Pacífico Sur
437,CONANP-412/2017,Las Palmillas de Cerro Verde,973.6708,Santiago Ayuquililla,Oaxaca,2017,99,"Ejido
(Tierras de Uso Común)",bosque de encino y selva baja caducifolia,Frontera Sur Istmo y Pacífico Sur
438,*CONANP-413/2017,El Paraíso del Jaguar,518.5,La Concordia,Chiapas,2017,99,Persona física,"bosque mesófilo de montaña, bosque de pino-encino, bosque de encino-pino y vegetación ribereña",Frontera Sur Istmo y Pacífico Sur
439,CONANP-414/2017,Agua Buena,"1,190.00",Santiago Ayuquililla,Oaxaca,2017,15,"Comunidad 
(Bienes comunales)","bosque de pino, bosque de pino-encino y bosque de encino",Frontera Sur Istmo y Pacífico Sur
440,CONANP-415/2017,Zona de Uso Común 1 y 2,"2,178.31",Juchitán de Zaragoza,Oaxaca,2017,30,"Ejido
(Tierras de Uso Común)","selva baja caducifolia, selva mediana subcaducifolia, selva mediana subperennifolia y enclaves de matorral xerófilo, vegetación de zonas inundables y palmares",Frontera Sur Istmo y Pacífico Sur
441,CONANP-416/2017,Rancho Los Manantiales,100,San Juan Mazatlán,Oaxaca,2017,30,Persona física,selva alta perennifolia,Frontera Sur Istmo y Pacífico Sur
442,CONANP-417/2017,Reserva Ecológica Presa El Caldillo,68.3188765,Gudalupe y Calvo,Chihuahua,2017,99,Público Municipal,bosque de pino,Norte y Sierra Madre Occidental
443,*CONANP-418/2017,N.C.P.E. Centauro del Norte,"9,722.75",Calakmul,Campeche,2017,15,"Ejido
(Tierras de Uso Común)",selva mediana subperennifolia,Península de Yucatán y Caribe Mexicano
444,*CONANP-419/2017,N.C.P.E Dos Lagunas,"4,227.54",Calakmul,Campeche,2017,15,"Ejido
(Tierras de Uso Común)",selva mediana subperennifolia,Península de Yucatán y Caribe Mexicano
445,*CONANP-420/2017,Ejido Puebla de Morelia,"1,696.39",Calakmul,Campeche,2017,15,"Ejido
(Tierras de Uso Común)",selva mediana subperennifolia,Península de Yucatán y Caribe Mexicano
446,*CONANP-421/2017,Ejido Kilómetro 120,"9,113.48",Calakmul,Campeche,2017,15,"Ejido
(Tierras de Uso Común)",selva mediana subperennifolia,Península de Yucatán y Caribe Mexicano
447,CONANP-422/2017,N.C.P.E Santa Rosa,"4,514.24",Calakmul,Campeche,2017,15,"Ejido
(Tierras de Uso Común)",selva mediana subperennifolia,Península de Yucatán y Caribe Mexicano
448,CONANP-423/2017,Ejido Carlos A. Madrazo,864.030076,Calakmul,Campeche,2017,15,"Ejido
(Tierras de Uso Común)",selva mediana subperennifolia,Península de Yucatán y Caribe Mexicano
449,*CONANP-424/2017,Ejido Ley de Fomento Agropecuario,"4,276.80",Calakmul,Campeche,2017,15,"Ejido
(Tierras de Uso Común)",selva mediana subperennifolia,Península de Yucatán y Caribe Mexicano
450,CONANP-425/2017,N.C.P.E. Lic. Manuel Crescencio Rejón,"6,205.85",Calakmul,Campeche,2017,15,"Ejido
(Tierras de Uso Común)",selva mediana subperennifolia,Península de Yucatán y Caribe Mexicano
451,*CONANP-426/2017,N.C.P.E Valentín Gómez Farías,"1,388.55",Calakmul,Campeche,2017,15,"Ejido
(Tierras de Uso Común)",selva mediana subperennifolia,Península de Yucatán y Caribe Mexicano
452,CONANP-427/2018,Cañada del Otate,450,Huajapan de León,Oaxaca,2018,15,Persona moral,"bosque de encino
bosque de galería
selva baja caducifolia",Frontera Sur Istmo y Pacífico Sur
453,*CONANP-428/2018,Ejido Nuevo Becal,"50,689.93",Calakmul,Campeche,2018,15,"Ejido
(Tierras de Uso Común)",selva mediana subperennifolia,Península de Yucatán y Caribe Mexicano
454,CONANP-429/2018,Los Mangos,332.2235,Balancán,Tabasco,2018,50,Persona física,humedales del sur del golfo de méxico,Planicie Costera y Golfo de México
455,CONANP-430/2018,Fracción Tercera del Ex-Rancho Buenavista,7.04,Nanacamilpa de Mariano Arista,Tlaxcala,2018,15,Persona física,bosque de pino- encino,Centro y Eje Neovolcánico
456,CONANP-431/2018,Dulce Amparo de Águila,"1,356.14",Coyame del Sotol,Chihuahua,2018,99,Persona física,matorral desértico micrófilo y rosetófilo y chaparral,Norte y Sierra Madre Occidental
457,CONANP-432/2018,Área de Conservación de San Rafael Agua Pescadito,"3,500.00",San Juan Bautista Valle Nacional,Oaxaca,2018,15,"Ejido
(Tierras de Uso Común)",selva alta y mediana subperennifolia,Frontera Sur Istmo y Pacífico Sur
458,CONANP-433/2018,Biól. Julio Berdegué Aznar,23.1,Puerto Morelos,Quintana Roo,2018,78,Persona moral,"manglar, humedales y petenes",Península de Yucatán y Caribe Mexicano
459,*CONANP-434/2018,Reserva Ecológica Kanan Balam,"3,073.31",Carmen,Campeche,2018,50,Persona moral,selva mediana subcaducifolia,Planicie Costera y Golfo de México
460,*CONANP-435/2018,Estación de Biología de San José del Este,542,Carmen,Campeche,2018,50,Público Estatal,"selva mediana subcaducifolia, selva baja inundable, palmar inundable, matorral espinoso inundable, matorral inerme inundable, vegetación riparia",Planicie Costera y Golfo de México
461,CONANP-436/2018,El Guarumbo,70.25,San Juan Guichicovi,Oaxaca,2018,25,Persona física,"selva alta perennifolia con elementos de selva mediana subperennifolia, bosque mesófilo de montaña, bosque de pino-encino y chaparreras",Frontera Sur Istmo y Pacífico Sur
462,CONANP-437/2018,Tetlalcolulco Lugar Sagrado Santa Isabel Chalma,300,Amecameca,México,2018,50,"Comunidad 
(Bienes comunales)","bosque de oyamel, bosque de pino, bosque de cedro, bosque de latifoliadas, pastizal natural y vegetación secundaria de pino",Centro y Eje Neovolcánico
463,CONANP-438/2018,Parque La Colorada de Álamos,109.571885,Álamos,Sonora,2018,30,Persona moral,selva baja caducifolia,Noroeste y Alto Golfo de California
464,CONANP-439/2018,Potrero de La Lumbre,"5,453.20",Guadalupe y Calvo,Chihuahua,2018,99,"Ejido
(Tierras de Uso Común)","bosque de pino, bosque de encino, selva baja caducifolia y bosque de pino-encino",Norte y Sierra Madre Occidental
465,CONANP-440/2018,ADVC-IMTA,20.0779297,Jiutepec,Morelos,2018,15,Público Federal,selva baja caducifolia y vegetación riparia,Centro y Eje Neovolcánico
466,CONANP-441/2019,Área de Conservación Moku,"20,145.26",Champotón,Campeche,2019,30,"Ejido
(Tierras de Uso Común)",selva mediana subperennifolia y selva baja subperennifolia,Península de Yucatán y Caribe Mexicano
467,*CONANP-442/2019,Costa Salvaje  WildLands IV,"4,187.36",Ensenada,Baja California,2019,99,Persona moral,"vegetación halófila xerófila, matorral sarco-crasicaule, matorral rosetófilo costero, matorral desértico rosetófilo, parches de vegetación de dunas costeras y vegetación de galería",Península de Baja California y Pacífico Norte
468,CONANP-443/2019,Loma del Gorrión,114,Saltillo,Coahuila,2019,20,Persona moral,"matorral desértico micrófilo, matorral desértico rosetófilo y pastizal natural",Noreste y Sierra Madre Oriental
469,*CONANP-444/2019,Rancho Don Andrés,196.753,La Huerta,Jalisco,2019,42,Persona moral,"bosque tropical caducifolio, bosque tropical subcaducifolio, manglar, vegetación halófila costera y matorral halófilo costero",Occidente y Pacífico Centro
470,CONANP-445/2019,Calapa,93.971573,Hueyapan,Puebla,2019,15,Persona física,"bosque mesófilo de miontaña, bosque de encino pino y vegetación riparia ",Planicie Costera y Golfo de México
471,CONANP-446/2019,Potrero El Muerto,150,Lagos de Moreno,Jalisco,2019,15,Persona física,bosque de encino,Occidente y Pacífico Centro
472,CONANP-447/2019,Rancho Regalo de Dios,750,Ocampo,Tamaulipas,2019,99,Persona física,"selva baja caducifolia, subcaducifolia y bosque de encino",Noreste y Sierra Madre Oriental
473,*CONANP-448/2019,Zona de Conservación Cañada Larga,235,Puerto Vallarta,Jalisco,2019,15,"Ejido
(Tierras de Uso Común)","selva mediana subcaducifolia, bosque de pino - encino y vegetación secundaria arbustiva de selva mediana",Occidente y Pacífico Centro
474,CONANP-449/2019,Reserva Pajaritos,10,Compostela,Nayarit,2019,15,"Ejido
(Tierras de Uso Común)",selva mediana subcaducifolia ,Occidente y Pacífico Centro
475,CONANP-450/2019,Laguna Om,"35,000.00",Othón P. Blanco,Quintana Roo,2019,30,"Ejido
(Tierras de Uso Común)","selva baja inundable, selva baja espinosa subperennifolia y selva mediana subperennifolia",Península de Yucatán y Caribe Mexicano
476,CONANP-451/2019,Zona de Conservación Arroyo Texas,64,Puerto Vallarta,Jalisco,2019,15,"Ejido
(Tierras de Uso Común)",selva mediana subcaducifolia y bosque de pino-encino,Occidente y Pacífico Centro
477,CONANP-452/2019,Jalcote,31,Compostela,Nayarit,2019,15,"Ejido
(Tierras de Uso Común)","vegetación secundaria arbórea de selva mediana subcaducifolia,",Occidente y Pacífico Centro
478,CONANP-453/2019,Área de Conservación del Ejido Cerro de Oro,907.4592,San Lucas Ojitlán,Oaxaca,2019,20,"Ejido
(Tierras de Uso Común)",vegetación de selva alta subperennifolia,Frontera Sur Istmo y Pacífico Sur
479,CONANP-454/2019,Reserva Natural  El Portezuelo V,"2,151.97",La Paz,Baja California Sur,2019,80,Persona moral,"matorral sarcocaule, matorral sarcocrasicaule, xeroripario, palmares, manantiales, playas arenosas y  lagunas estacionales",Península de Baja California y Pacífico Norte
480,CONANP-455/2019,Los Montes de San Pedro II,"1,212.33",Ensenada,Baja California,2019,99,Persona física,"chaparral, bosque de pino y bosque de galería",Península de Baja California y Pacífico Norte
481,CONANP-456/2019,Los Montes de San Pedro I,"2,554.55",Ensenada,Baja California,2019,99,Persona física,chaparral y bosque de pino,Península de Baja California y Pacífico Norte
482,*CONANP-457/2019,Los Montes de San Pedro III,735.692388,Ensenada,Baja California,2019,99,Persona física,chaparral y bosque de pino,Península de Baja California y Pacífico Norte
483,CONANP-458/2019,Tecuani Piedra Cuachi,"1,035.66",Salina Cruz,Oaxaca,2019,30,"Ejido
(Tierras de Uso Común)","selva baja caducifolia, vegetación secundaria arbórea de selva baja caducifolia, vegetación secundaria arbustiva de selva baja caducifolia,  pastizal ",Frontera Sur Istmo y Pacífico Sur
484,CONANP-459/2019,Ejido Santigo Coltzingo,141.234006,Texcoco,México,2019,15,"Ejido
(Tierras de Uso Común)",bosque de pino y bosque de oyamel,Centro y Eje Neovolcánico
485,*CONANP-460/2019,Reserva Ejidal Peñas Blancas,29,Puerto Vallarta,Jalisco,2019,15,"Ejido
(Tierras de Uso Común)",bosque de pino-encino,Occidente y Pacífico Centro
486,*CONANP-461/2019,Cerro del Negro,151,Compostela,Nayarit,2019,15,"Ejido
(Tierras de Uso Común)",bosque de pino-encino ,Occidente y Pacífico Centro
487,CONANP-462/2019,Área de Conservación Vallejo,104,Bahía de banderas,Nayarit,2019,15,"Ejido
(Tierras de Uso Común)","bosque alpino de abies, bosque de pino encino",Occidente y Pacífico Centro
488,CONANP-463/2019,Zona de Conservación Tamichilchi,50,San Blas,Nayarit,2019,15,"Ejido
(Tierras de Uso Común)",bosque de encino y bosque mesófilo de montaña,Occidente y Pacífico Centro
489,CONANP-464/2020,Área de Conservación de Cerro Agua Platanar,"1,943.08",San Miguel Soyaltepec,Oaxaca,2020,15,"Ejido
(Tierras de Uso Común)",vegetación de selva alta o mediana subperennifolia ,Frontera Sur Istmo y Pacífico Sur
490,CONANP-465/2020,Reserva Ejidal Vega del Sol,"1,823.81",Santa María Jacatepec,Oaxaca,2020,15,"Ejido
(Tierras de Uso Común)",vegetación de selva alta perennifolia,Frontera Sur Istmo y Pacífico Sur
491,CONANP-466/2020,Terreno Nacional El Tinthé,98.76,Tecozautla,Hidalgo,2020,99,Público Federal,matorral crasicaule ,Centro y Eje Neovolcánico
492,CONANP-467/2020,Flor del Bosque,687.42,Amozoc,Puebla,2020,90,Público Municipal,bosque de encino,Centro y Eje Neovolcánico
493,CONANP-468/2021,Reserva Natural San Quintín,201,San Quintín,Baja California,2021,99,Público Estatal,matorral rosetófilo costero ,Península de Baja California y Pacífico Norte
494,CONANP-469/2021,Ejido San Ignacio de Arareco,"3,917.88",Bocoyna ,Chihuahua,2021,15,"Ejido
(Tierras de Uso Común)","bosque de encino, bosque de encino-pino, bosque de pino y vegetación secundaria arbórea y arbustiva de bosque de pino",Norte y Sierra Madre Occidental
495,*CONANP-470/2021,Área Ribereña Ejido Bocoyna,"3,070.40",Bocoyna ,Chihuahua,2021,15,"Ejido
(Tierras de Uso Común)","vegetación de pino, encino-pino y vegetación secundaria arbustiva de bosque de pino",Norte y Sierra Madre Occidental
496,CONANP-471/2021,Ejido Panalachi,"4,100.08",Bocoyna ,Chihuahua,2021,15,"Ejido
(Tierras de Uso Común)","vegetación de pino, vegetación secundaria arbustiva y arbórea de bosque de pino y de pino-encino",Norte y Sierra Madre Occidental
497,CONANP-472/2021,Santa María Guienagati,"29,818.81",Santa María Guienagati,Oaxaca,2021,15,"Ejido
(Tierras de Uso Común)","selva baja caducifolia y bosque mesófilo de montaña, vegetación secundaria arbórea y arbustiva de selva baja caducifolia, de bosque mesófilo de montaña y de pino-encino",Frontera Sur Istmo y Pacífico Sur
498,CONANP-473/2021,Katab,153,Hopelchén,Campeche,2021,20,"Ejido
(Tierras de Uso Común)",vegetación secundaria arbórea de selva mediana subcaducifolia,Península de Yucatán y Caribe Mexicano
499,CONANP-474/2021,Ich-Ek,153,Hopelchén,Campeche,2021,23,"Ejido
(Tierras de Uso Común)",vegetación secundaria arbórea de selva mediana subcaducifolia ,Península de Yucatán y Caribe Mexicano
500,CONANP-475/2021,Xcupilcacab,150,Hopelchén,Campeche,2021,21,"Ejido
(Tierras de Uso Común)",vegetación secundaria arbórea de selva mediana subcaducifolia,Península de Yucatán y Caribe Mexicano
501,CONANP-476/2021,Ramón Corona,142,Hopelchén,Campeche,2021,26,"Ejido
(Tierras de Uso Común)",vegetación secundaria arbórea de selva mediana subcaducifolia,Península de Yucatán y Caribe Mexicano
502,CONANP-477/2021,Rancho Santa Elena,827.1702009,Huasca de Ocampo,Hidalgo,2021,30,Persona física,"bosque de pino-encino, bosque de pino, bosque de encino y vegetación ribereña ",Centro y Eje Neovolcánico
503,CONANP-478/2021,Guiexoxa - Guishido Nabajni,"26,811.91",Santo Domingo Petapa,Oaxaca,2021,30,"Ejido
(Tierras de Uso Común)",selva mediana subperennifolia y bosque de pino-encino,Frontera Sur Istmo y Pacífico Sur
504,CONANP-479/2021,Olla Verde,157,El Naranjo,San Luis Potosí,2021,15,Persona física,bosque de encino,Noreste y Sierra Madre Oriental
505,CONANP-480/2021,Hoya Verde I,303,El Naranjo,San Luis Potosí,2021,15,Persona física,bosque de encino,Noreste y Sierra Madre Oriental
506,CONANP-481/2021,Hoya Verde II,711,El Naranjo,San Luis Potosí,2021,15,Persona física,bosque de encino,Noreste y Sierra Madre Oriental
507,CONANP-482/2022,Atzingo,"1,635.37",Ocuilán,México,2022,20,"Ejido
(Tierras de Uso Común)",bosque mesófilo de montaña y bosque de pino,Centro y Eje Neovolcánico
508,CONANP-483/2022,Ejido Emiliano Zapata,59.496186,Amecameca,México,2022,50,"Ejido 
(Tierras de Uso Común y Parcelas)",bosque de pino y bosque de encino,Centro y Eje Neovolcánico
509,CONANP-484/2022,Rancho Xcalot Akal,136,Hopelchén,Campeche,2022,27,"Ejido
(Tierras de Uso Común)",vegetación secundaria arbórea de selva mediana subcaducifolia ,Península de Yucatán y Caribe Mexicano
510,CONANP-485/2022,San Juan Bautista Sahcabchén,144,Hopelchén,Campeche,2022,24,"Ejido
(Tierras de Uso Común)",vegetación secundaria arbórea de selva mediana subcaducifolia ,Península de Yucatán y Caribe Mexicano
511,CONANP-486/2022,Ejido Gral. Heriberto Jara,"1,995.55",Calakmul,Campeche,2022,15,"Ejido
(Tierras de Uso Común)","selva mediana subperennifolia, vegetación secundaria arbórea y arbustiva de selva mediana subperennifolia y selva baja espinosa subperennifolia",Península de Yucatán y Caribe Mexicano
512,CONANP-487/2022,Ejido La Nueva Vida,"2,387.79",Calakmul,Campeche,2022,15,"Ejido
(Tierras de Uso Común)","selva mediana subperennifolia, vegetación secundaria arbórea de selva mediana subperennifolia y vegetación arbustiva de selva baja espinosa subperennifolia",Península de Yucatán y Caribe Mexicano
513,CONANP-488/2022,Ing. Eugenio Echeverría Castellot no. 2,"1,009.31",Calakmul,Campeche,2022,15,"Ejido
(Tierras de Uso Común)",vegetación secundaria arbórea y arbustiva de selva mediana subperennifolia,Península de Yucatán y Caribe Mexicano
514,CONANP-489/2022,Xpujil,"5,579.65",Calakmul,Campeche,2022,15,"Ejido
(Tierras de Uso Común)","selva mediana subperennifolia, vegetación secundaria arbórea y arbustiva de selva baja subperennifolia",Península de Yucatán y Caribe Mexicano
515,CONANP-490/2022,Narciso Mendoza,"2,775.00",Calakmul,Campeche,2022,50,"Ejido
(Tierras de Uso Común)",selva mediana subperennifolia y vegetación secundaria arbórea y arbustiva de selva mediana subperennifolia,Península de Yucatán y Caribe Mexicano
516,CONANP-491/2022,El Porvenir,"1,353.21",Calakmul,Campeche,2022,15,"Ejido
(Tierras de Uso Común)",vegetación secundaria arbórea y arbustiva de selva baja espinosa subperennifolia,Península de Yucatán y Caribe Mexicano
517,CONANP-492/2022,El Refugio,854.1,Calakmul,Campeche,2022,50,"Ejido
(Tierras de Uso Común)",vegetación secundaria arbórea y arbustiva de selva alta y mediana subperennifolia,Península de Yucatán y Caribe Mexicano
518,CONANP-493/2022,Ejido El Chichonal,"1,003.76",Calakmul,Campeche,2022,15,"Ejido
(Tierras de Uso Común)",selva mediana subperennifolia y vegetación secundaria arbórea de selva mediana subperennifolia,Península de Yucatán y Caribe Mexicano
519,CONANP-494/2022,Cordón Grande,"8,573.00",Técpan de Galeana,Guerrero,2022,50,"Ejido
(Tierras de Uso Común)","bosque mesófilo de montaña, bosque de pino-encino, bosque de encino-pino y selva mediana subcaducifolia",Centro y Eje Neovolcánico
520,CONANP-495/2022,Non-Such,80,La Paz,Baja California Sur,2022,20,Persona física,matorral crasicaule y matorral sarco-crasicaule,Península de Baja California y Pacífico Norte
521,CONANP-496/2022,Reserva Ecológica Bahía de Santa María V,69.56,Angostura,Sinaloa,2022,82,Persona moral,vegetación halófila hidrófila y manglar,Noroeste y Alto Golfo de California
522,CONANP-497/2022,Reserva Ecológica Llanos de Magdalena IV,292.162028,Comondú,Baja California Sur,2022,82,Persona moral,matorral sarcocrasicaule de niebla y vegetación halófila gipsófila,Península de Baja California y Pacífico Norte
523,CONANP-498/2022,Caborachi,852,Guachochi,Chihuahua,2022,15,"Ejido
(Tierras de Uso Común)","bosque de pino, bosque de pino-encino",Norte y Sierra Madre Occidental
524,CONANP-499/2022,Reserva Natural Geococcyx,70,Reynosa,Tamaulipas,2022,20,Persona física,vegetación secundaria arbustiva de matorral espinoso tamaulipeco,Noreste y Sierra Madre Oriental
525,CONANP-500/2022,Norogachi,"15,558.00",Guachochi,Chihuahua,2022,15,"Ejido
(Tierras de Uso Común)","bosque de pino, bosque de pino-encino",Norte y Sierra Madre Occidental
526,CONANP-501/2022,Cerro El Chilar,796.559349,San Miguel Chimalapa,Oaxaca,2022,30,"Ejido
(Tierras de Uso Común)",selva baja caducifolia,Frontera Sur Istmo y Pacífico Sur
527,CONANP-502/2023,Cordillera Molina,"18,034.36",Ensenada,Baja California,2023,15,"Ejido
(Tierras de Uso Común)","matorral desértico micrófilo, bosque de pino, chaparral, matorral desértico rosetófilo, vegetación de galería y pastizal natural",Península de Baja California y Pacífico Norte
528,CONANP-503/2023,La Cañada San Antonio,438.205711,Acatlán de Pérez Figueroa,Oaxaca,2023,15,"Ejido
(Tierras de Uso Común)",selva alta perennifolia y vegetación secundaria arbustiva de selva alta perennifolia,Frontera Sur Istmo y Pacífico Sur
529,CONANP-505/2023,Bios Petempich,236.14,Benito Juárez,Quintana Roo,2023,83,Persona moral,manglar,Península de Yucatán y Caribe Mexicano
530,CONANP-506/2023,Ovando La Piñuela,"2,790.81",Escuintla,Chiapas,2023,15,"Ejido
(Tierras de Uso Común)","bosque de pino, bosque mesófilo de montaña, selva alta perennifolia y vegetación secundaria de selva alta perennifolia",Frontera Sur Istmo y Pacífico Sur
531,CONANP-507/2023,Rancho Evergreen,37.041245,Teopisca,Chiapas,2023,15,Persona física,"vegetación secundaria arbustiva de bosque de encino-pino, vegetación secundaria arbustiva de bosque de pino-encino y bosque de pino-encino",Frontera Sur Istmo y Pacífico Sur
532,CONANP-508/2023,El Fénix,801.352719,Champotón,Campeche,2023,15,Persona física,"selva mediana subperennifolia, selva baja espinosa subperennifolia y vegetación secundaria arbórea de selva mediana subperennifolia",Península de Yucatán y Caribe Mexicano
533,CONANP-509/2023,La Ocotera,17.59,Mascota,Jalisco,2023,15,Persona física,vegetación secundaria arbustiva de bosque de pino-encino,Occidente y Pacífico Centro
534,CONANP-510/2023,La Moza,"5,000.01",Calakmul,Campeche,2023,15,"Ejido
(Tierras de Uso Común)","selva mediana subperennifolia, vegetación secundaria arbustiva de la selva baja espinosa subperennifolia, vegetación secundaria arbórea de la selva mediana subperennifolia",Península de Yucatán y Caribe Mexicano
535,CONANP-511/2023,Área de Conservación de Los Cactus,60,La Paz,Baja California Sur,2023,15,"Ejido
(Tierras de Uso Común)",selva baja caducifolia,Península de Baja California y Pacífico Norte
536,CONANP-512/2023,Tabernillas,39,Cabo Corrientes,Jalisco,2023,15,"Ejido
(Tierras de Uso Común)",vegetación secundaria arbórea de bosque de encino,Occidente y Pacífico Centro
537,*CONANP-513/2023,AU’DAM Refugio Silvestre,"6,700.00",Pueblo Nuevo,Durango,2023,30,"Comunidad 
(Bienes comunales)","bosque de pino, bosque de pino-encino, bosque de ayarín, selva baja caducifolia, vegetación secundaria arbustivas de bosque de encino-pino, ",Norte y Sierra Madre Occidental
538,CONANP-514/2023,Reserva Comunal Tres Picos,"224,204.38",Santa María Chimalapa,Oaxaca,2023,30,"Comunidad 
(Bienes comunales)","vegetación secundaria arbustiva de selva mediana subperennifolia, selva alta perennifolia y bosque mesófilo de montaña; así como vegetación secundaría arbórea de selva alta perennifolia, selva mediana subperennifolia, selva alta perennifolia, pastizal inducido y cultivado; bosque de pino-encino, bosque de pino, bosque de encino, bosque de encino-pino ",Frontera Sur Istmo y Pacífico Sur
539,CONANP-515/2023,Reserva Comunal Cerro Azul,"3,555.33",Santa María Chimalapa,Oaxaca,2023,30,"Comunidad 
(Bienes comunales)","vegetación secundaria arbórea de selva alta perennifolia,  secundaria arbustiva de selva alta perennifolia, selva alta perennifolia ",Frontera Sur Istmo y Pacífico Sur
540,CONANP-516/2023,"Reserva Comunal
La Gringa Zona Oriente","107,119.19",Santa María Chimalapa,Oaxaca,2023,30,"Comunidad 
(Bienes comunales)","vegetación secundaria arbustiva de selva alta perennifolia, de bosque mesófilo de montaña y de bosque de pino-encino; así como vegetación secundaria arbórea de selva alta perennifolia y de bosque de pino-encino; selva alta perennifolia, pastizal cultivado, bosque mesófilo de montaña, bosque de pino-encino, bosque de pino, bosque de encino-pino",Frontera Sur Istmo y Pacífico Sur
541,CONANP-517/2023,Reserva Comunal Cerro Atravezado,"25,701.47",San Miguel Chimalapa,Oaxaca,2023,30,"Comunidad 
(Bienes comunales)","vegetación bosque de encino, bosque de encino-pino, bosque de pino, bosque de pino-encino, pastizal cultivado, pastizal inducido, selva mediana subperennifolia, vegetación secundaria arbórea de selva baja caducifolia, vegetación secundaria arbórea de selva mediana subperennifolia, vegetación secundaria arbustiva de bosque de encino, vegetación secundaria arbustiva de bosque de pino, vegetación secundaria arbustiva de bosque mesófilo de montaña, vegetación secundaria arbustiva de selva baja caducifolia y vegetación secundaria arbustiva de selva mediana subperennifolia ",Frontera Sur Istmo y Pacífico Sur
542,CONANP-518/2023,Reserva Comunal Cerro Prieto,"24,159.71",San Miguel Chimalapa,Oaxaca,2023,30,"Comunidad 
(Bienes comunales)","vegetación bosque de encino, bosque de encino-pino, bosque de pino, bosque de pino-encino, pastizal cultivado, pastizal inducido, selva mediana subperennifolia, vegetación secundaria arbórea de selva baja caducifolia, vegetación secundaria arbórea de selva mediana subperennifolia, vegetación secundaria arbustiva de bosque de encino, vegetación secundaria arbustiva de bosque de pino, vegetación secundaria arbustiva de bosque mesófilo de montaña, vegetación secundaria arbustiva de selva baja caducifolia y vegetación secundaria arbustiva de selva mediana subperennifolia ",Frontera Sur Istmo y Pacífico Sur
543,CONANP-519/2023,Guievea - Flor del Río,"20,424.00",Guevea de Humboldt,Oaxaca,2023,30,"Comunidad 
(Bienes comunales)","bosque de pino-encino, bosque mesófilo de montaña, pastizal cultivado, vegetación secundaria arbórea de bosque de pino-encino, vegetación secundaria arbórea de bosque mesófilo de montaña, vegetación secundaria arbustiva de bosque de pino-encino, vegetación secundaria arbustiva de bosque mesófilo de montaña",Frontera Sur Istmo y Pacífico Sur
544,CONANP-520/2023,San José de Los Olivos,"1,350.98",Petatlán,Guerrero,2023,60,"Ejido
(Tierras de Uso Común)","bosque de pino, bosque de pino-encino, pastizal cultivado, vegetación secundaria arbórea de selva mediana subcaducifolia vegetación secundaria arbustiva de bosque de pino y vegetación secundaria arbustiva de selva mediana subcaducifolia",Centro y Eje Neovolcánico
