"advc_uuid","federal_entity","municipality","id_type_property","id_region_conanp","certificate_number","advc_name","certification_year","validity","main_ecosystems","surface","has_overlap"
548,4,Champotón,1,9,CONANP-539/2023,Ejido Arellano,2023,"15","selva baja espinosa subperennifolia, selva mediana subperennifolia, vegetación secundaria arbórea de selva mediana subperennifolia, vegetación secundaria arbustiva de selva mediana subperennifolia",1010,0
549,7,La Trinitaria,1,8,CONANP-540/2023,Tzsicao,2023,"15","bosque mesófilo de montaña, selva alta perennifolia, vegetación secundaria arbórea de bosque de pino y vegetación secundaria arbustiva de selva alta perennifolia",1100,0
550,8,Janos,3,3,CONANP-541/2023,Rancho Tres Papalotes,2023,"15","matorral desértico micrófilo, pastizal natural, vegetación halófila xerófila y pastizal halófilo",12643,0
551,4,Hopelchén,1,9,CONANP-542/2023,Ejido Crucero de San Luis,2023,"30","vegetación secundaria arbórea de selva mediana subcaducifolia, bosque cultivado y agricultura de riego anual",1959,0
552,7,Tuxtla Gutiérrez,3,8,CONANP-543/2023,Parque Guanacastle,2023,"15",vegetación secundaria arbustiva de selva baja caducifolia,148,0
553,12,San Luis Acatlán,3,7,CONANP-544/2023,El Tecolote,2023,"99",vegetación secundaria arbórea y arbustiva de selva mediana subcaducifolia y pastizal cultivado,70,0
554,12,Petatlán,1,7,CONANP-545/2023,Balcón de la Bandera,2023,"60","bosque de pino, bosque de pino-encino, bosque mesófilo de montaña, pastizal cultivado, vegetación secundaria arbustiva de bosque de pino, vegetación secundaria arbustiva de bosque de pino-encino y vegetación secundaria arbustiva de selva baja caducifolia ",3942.488365,0
555,14,Puerto Vallarta,1,6,CONANP-546/2023,Majada del Catrín,2023,"15",vegetación secundaria arbustiva de selva mediana subcaducifolia,10,0
556,20,San Antonio de la Cal,1,8,CONANP-547/2023,Centenario del Ejido,2023,"30",vegetación secundaria arbustiva de bosque de encino y pastizal inducido,323.33,0
557,20,Totontepec Villa de Morelos,1,8,CONANP-548/2023,Yuuk'am,2023,"15",bosque mesófilo de montaña y vegetación secundaria arbórea de bosque mesófilo de montaña,714,0
558,20,Acatlán de Pérez Figueroa,1,8,CONANP-549/2023,Tembladeras de Vista Hermosa,2023,"50","selva alta perennifolia, vegetación secundaria arbórea de selva alta perennifolia y agricultura de temporal semipermanente",1143.52,0
559,18,Bahía de Banderas,3,6,CONANP-550/2023,Haramara Retreat,2023,"30",vegetación secundaria arbustiva de selva mediana subcaducifolia,4.17568,0
560,28,Aldama,3,5,CONANP-551/2023,Rancho El Tucán,2023,"15",pastizal cultivado,403.2552,0
561,12,Atoyac de Álvarez,1,7,CONANP-552/2023,El Rincon del Limón,2023,"99","selva mediana subperennifolia,bosque mesófilo de montaña y bosque de pino-encino",1772.3,0
562,16,Aquila,3,6,CONANP-553/2024,San Juan de Alima,2024,"15",vegetación secundaria arbórea y arbustiva de selva baja caducifolia ,165.871216,0
563,18,Bahía de Banderas,3,6,CONANP-554/2024,Lomas del Arcángel,2024,"20",vegetación secundaria arbustiva de selva mediana subcaducifolia,0.835179,0
564,18,Bahía de Banderas,3,6,CONANP-555/2024,Montaña Color Cobre,2024,"20",selva mediana subcaducifolia,5.3269,0
567,20,Juchitán de Zaragoza,1,8,CONANP-558/2024,Tolistoque-La Venta,2024,"30","pastizal halófilo, selva baja caducifolia y vegetación secundaria arbustiva de selva baja caducifolia",1306.95,0
568,4,Champotón,1,9,CONANP-559/2024,Ejido Cinco de Febrero,2024,"15","vegetación secundaria arbórea de selva mediana subcaducifolia, bosque cultivado y agricultura de riego anual",16000,0
569,4,Escárcega,1,9,CONANP-560/2024,Ejido Matamoros,2024,"15",selva baja espinosa subperennifolia y selva mediana subperennifolia,3000,0
570,20,San Juan Bautista Valle Nacional,1,8,CONANP-561/2024,San Mateo Yetla,2024,"99","selva alta perennifolia, bosque mesofilo de montaña, agricultura de temporal anual y permanente, vegetación secundaria arbustiva y arbórea de selva alta perennifolia",5745.428656,0
571,10,Pueblo Nuevo,1,3,*CONANP-513/2023,AU’DAM Refugio Silvestre,2023,"30","bosque de pino, bosque de pino-encino, bosque de ayarín, selva baja caducifolia, vegetación secundaria arbustivas de bosque de encino-pino, ",6700,1
572,21,Zihuatehutla,3,5,*CONANP-17/2005,Area de Preservación de la Naturaleza y Zona de Usos Múltiples para el Ecoturismo Kolijké,2005,Perpetuidad,"selva mediana subperennifolia, bosque mesófilo de montaña, galería riparia de platanus, vegetación rupícola (relicto xerófilo), vegetación acuática",26,1
573,26,Agua Prieta,3,2,*CONANP-36/2006,Área de Conservación los Ojos  1 fracciones A y B,2006,Perpetuidad,"pradera, chaparral, galerías de sauce/platanus, sabana de pino/encino/junípero",11126.0907,1
574,26,Agua Prieta,3,2,*CONANP-38/2006,Área de Conservación los Ojos  3-fracciones E F G H I,2006,Perpetuidad,"pradera, chaparral, galerías de sauce/platanus, sabana de pino/encino/junípero, bosque de pino-encino",12839.1427,1
575,5,Ocampo,3,4,*CONANP-134/2007,Sierra San Vicente,2007,"50","matorral xerófilo micrófilo, matorral xerófilo halófito, matorral xerófilo gipsófilo, matorral xerófilo rosetófilo, matorral xerófilo crasicaule, pradera",14932.180783,1
576,28,Aldama,3,5,*CONANP-249/2011,Reserva Bio Ventura,2011,"15","selva espinosa, selva baja caducifolia, ecosistema cavernícola, ecosistema acuático",207.855899,1
577,3,Mulegé,3,1,*CONANP-316/2012,Servidumbre Ecológica para La Conservación Costera y Terrestre Rancho San Cristobál-Majibén,2012,"99",selva alta perennifolia y selva mediana subcaducifolia,538.501457,1
578,2,Ensenada,3,1,*CONANP-351/2013,Costa Salvaje  WildLands,2013,"99","matorral xerófilo sarco-crasicaule, matorral xerófilo halófito",3469.05548,1
579,1,San José de Gracia,1,6,*CONANP-388/2015,"Santuario para el Águila Real en los Bienes Comunales de San José de Gracia, Aguascalientes",2015,"30","bosque de encino, pastizal natural, vegetación riparia, izotal, bosque de encino-pino
",6170,1
580,4,Calakmul,1,9,*CONANP-426/2017,N.C.P.E Valentín Gómez Farías,2017,"15",selva mediana subperennifolia,1388.55142,1
581,4,Carmen,2,5,*CONANP-435/2018,Estación de Biología de San José del Este,2018,"50","selva mediana subcaducifolia, selva baja inundable, palmar inundable, matorral espinoso inundable, matorral inerme inundable, vegetación riparia",542,1
